timestamp,temperature_c,pressure_kpa,uv_intensity,cosmic_radiation,water_activity,relative_humidity,gravity,perchlorate_concentration,iron_oxide_concentration,silica_concentration,alumina_concentration,temperature_stress,pressure_stress,uv_stress,water_stress,perchlorate_stress,combined_stress
2025-08-11 04:01:17.142180,-80.0,0.6588145419993947,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9934980060004994,0.0,0.7,0.7,0.6786996012001
2025-08-11 05:01:17.142180,-79.99628218295497,0.6930943714052307,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9931596903883027,0.0,0.7,0.7,0.6786319380776605
2025-08-11 06:01:17.142180,-79.99256436642384,0.6011585467953225,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940670264318251,0.0,0.7,0.7,0.678813405286365
2025-08-11 07:01:17.142180,-79.98884655092046,0.61101360109561,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.993969764607988,0.0,0.7,0.7,0.6787939529215976
2025-08-11 08:01:17.142180,-79.98512873695873,0.5760658476988113,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9943146721174556,0.0,0.7,0.7,0.6788629344234911
2025-08-11 09:01:17.142180,-78.2804112549208,0.6211782385654203,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9938694474358212,0.0,0.7,0.7,0.6787738894871642
2025-08-11 10:01:17.142180,-58.31549200879877,0.666557791388807,0.024870212027952466,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9934215860706754,0.012435106013976233,0.7,0.7,0.6811713384169303
2025-08-11 11:01:17.142180,-52.725628408113096,0.5971119156098528,0.33277638655298086,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9941069635765126,0.16638819327649043,0.7,0.7,0.7120990313706006
2025-08-11 12:01:17.142180,-39.81506843341037,0.6605970110770296,0.69399007456302,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9934804143984503,0.34699503728151,0.7,0.7,0.748095090335992
2025-08-11 13:01:17.142180,-32.325578281279604,0.685771978203108,1.0151155872983866,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9932319567904948,0.5075577936491933,0.7,0.7,0.7801579500879378
2025-08-11 14:01:17.142180,-22.249316897260243,0.5708336160339281,1.3753160506411921,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9943663102291248,0.6876580253205961,0.7,0.7,0.8164048671099442
2025-08-11 15:01:17.142180,-13.719296036495782,0.6624768669759665,1.3306022837203837,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.8743859207299157,0.9934618616632029,0.6653011418601918,0.7,0.7,0.786629784850662
2025-08-11 16:01:17.142180,-18.229020752316547,0.5720403854113983,1.5710926830090426,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.9645804150463309,0.9943544003413629,0.7855463415045213,0.7,0.7,0.8288962313784431
2025-08-11 17:01:17.142180,-14.608290749689727,0.7099248998984273,1.4377295835337132,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.8921658149937945,0.9929935859866921,0.7188647917668566,0.7,0.7,0.8008048385494687
2025-08-11 18:01:17.142180,-18.25616623664686,0.5613752150769752,1.2564873938853702,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.9651233247329373,0.9944596573888282,0.6282436969426851,0.7,0.7,0.7975653358128902
2025-08-11 19:01:17.142180,-25.37982449571029,0.6573982311235262,1.1537640706135806,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9935119839020624,0.5768820353067903,0.7,0.7,0.7940788038417705
2025-08-11 20:01:17.142180,-35.07359140428746,0.5875386793518703,0.6712834406456321,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9942014440725204,0.33564172032281603,0.7,0.7,0.7459686328790672
2025-08-11 21:01:17.142180,-47.96347923421435,0.6520990355564317,0.4253999734447423,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9935642828960628,0.21269998672237114,0.7,0.7,0.7212528539236868
